cid,upc,oid,dt,r_dt,prc,qty,amt,r_qty,r_amt,web_prod_id,GMM_DESC,PARENT_MDSE_DIVN_DESC
11372460,3360000000000,1219862010,08/03/2016,,42,1,42,,,"3,606",BEAUTY,FRAGRANCES
11372460,3360000000000,1296854586,11/14/2016,,42,1,42,,,"3,606",BEAUTY,FRAGRANCES
11262005,3380000000000,1210225214,07/03/2016,,38,2,76,,,"43,422",BEAUTY,COSMETICS
11262005,3380000000000,1216116486,7/25/2016,,38,1,38,,,"43,422",BEAUTY,COSMETICS
10794724,88300101405,1206223486,06/11/2016,,82,1,82,,,"3,535",BEAUTY,FRAGRANCES
10794724,88300101405,1375539096,1/28/2017,,86,1,86,,,"3,535",BEAUTY,FRAGRANCES
11524414,3360000000000,1246578711,9/23/2016,,80,1,80,,,"3,652",BEAUTY,FRAGRANCES
11524414,3360000000000,1283687079,11/06/2016,,80,1,80,,,"3,652",BEAUTY,FRAGRANCES
11289065,24258073333,1209341008,6/29/2016,,65,1,65,,,"97,891",HOME,SOFT HOME
11289065,24258073333,1188637061,3/14/2016,,52,1,52,,,"97,891",HOME,SOFT HOME
12386699,20714012786,1327487454,12/02/2016,,30.97,3,92.91,,,"75,334",BEAUTY,COSMETICS
12386699,20714012786,1231178868,8/25/2016,,37,3,111,,,"75,334",BEAUTY,COSMETICS
12334463,19585542515,1211470826,7/13/2016,08/01/2016,11.7,1,11.7,1,11.7,"3,212",CENTER CORE,INTIMATE APPAREL/HOSIERY
12334463,19585542515,16581031875,8/15/2016,,11.7,1,11.7,,,"3,212",CENTER CORE,INTIMATE APPAREL/HOSIERY
10939388,85447416751,1206718911,06/12/2016,,11.89,1,11.89,,,"3,239",CENTER CORE,INTIMATE APPAREL/HOSIERY
10939388,85447416751,1204392385,5/31/2016,,32,1,32,,,"3,239",CENTER CORE,INTIMATE APPAREL/HOSIERY
11425789,19585228006,1302058941,11/20/2016,12/03/2016,10,1,10,1,10,"3,239",CENTER CORE,INTIMATE APPAREL/HOSIERY
11425789,19585228006,1206281571,06/11/2016,6/18/2016,16.99,1,16.99,1,16.99,"3,239",CENTER CORE,INTIMATE APPAREL/HOSIERY
15857350,3610000000000,1223863302,08/12/2016,,27,1,27,,,"35,256",BEAUTY,COSMETICS
15857350,3610000000000,1183374605,02/12/2016,,27,1,27,,,"35,256",BEAUTY,COSMETICS
11670622,3610000000000,1226530068,8/19/2016,,27,1,27,,,"35,256",BEAUTY,COSMETICS
11670622,3610000000000,1211352920,7/13/2016,,27,2,54,,,"35,256",BEAUTY,COSMETICS
11588218,20714008000,1208845900,6/24/2016,,13,1,13,,,"75,136",BEAUTY,COSMETICS
11588218,20714008000,1261744845,10/14/2016,,13.5,1,13.5,,,"75,136",BEAUTY,COSMETICS
15595056,20714008000,1190976868,3/27/2016,,13,3,39,,,"75,136",BEAUTY,COSMETICS
11454535,20714008000,1210594651,07/06/2016,7/18/2016,13,1,13,1,13,"75,136",BEAUTY,COSMETICS
15595056,20714008000,CH16800182661,10/08/2016,,13.5,2,27,,,"75,136",BEAUTY,COSMETICS
11454535,20714008000,JH16371224758,7/13/2016,,13,1,13,,,"75,136",BEAUTY,COSMETICS
11454535,20714008000,1185063630,2/20/2016,,13,1,13,,,"75,136",BEAUTY,COSMETICS
10586335,20714008000,1262275386,10/16/2016,,13.5,1,13.5,,,"75,136",BEAUTY,COSMETICS
15595056,20714008000,CH16800142087,10/08/2016,,13.5,2,27,,,"75,136",BEAUTY,COSMETICS
10586335,20714008000,1229286984,8/22/2016,,13.5,1,13.5,,,"75,136",BEAUTY,COSMETICS
15595056,20714008000,1259116053,10/08/2016,,13.5,2,27,,,"75,136",BEAUTY,COSMETICS
10449345,20714052645,1205027751,06/03/2016,,22,1,22,,,"75,181",BEAUTY,COSMETICS
10449345,20714052645,1205987010,06/08/2016,,22,1,22,,,"75,181",BEAUTY,COSMETICS
11640661,20714052621,1189844581,3/20/2016,,22,1,22,,,"75,181",BEAUTY,COSMETICS
11640661,20714052621,1247643045,9/24/2016,,23,1,23,,,"75,181",BEAUTY,COSMETICS
10035207,20714052621,1326045120,12/02/2016,,23,1,23,,,"75,181",BEAUTY,COSMETICS
10035207,20714052621,1326129669,12/02/2016,,23,1,23,,,"75,181",BEAUTY,COSMETICS
10681688,27131009986,1187803566,03/10/2016,,58,4,232,,,"74,853",BEAUTY,COSMETICS
10681688,27131009986,1236834576,09/08/2016,,58,2,116,,,"74,853",BEAUTY,COSMETICS
10681688,27131009986,1205447994,06/06/2016,,58,1,58,,,"74,853",BEAUTY,COSMETICS
11523908,27131009986,1186647956,03/03/2016,,58,1,58,,,"74,853",BEAUTY,COSMETICS
11523908,27131009986,1281894636,11/02/2016,,58,1,58,,,"74,853",BEAUTY,COSMETICS
10648941,602000000000,1261850853,10/15/2016,,36,2,72,,,"78,014",BEAUTY,COSMETICS
10648941,602000000000,1187817366,03/09/2016,,36,2,72,,,"78,014",BEAUTY,COSMETICS
12251710,706000000000,1217421591,7/31/2016,,10.38,4,41.52,,,"91,054",HOME,SOFT HOME
12251710,706000000000,LM16170461022,7/20/2016,,7.97,4,31.88,,,"91,054",HOME,SOFT HOME
11562755,3150000000000,1368529659,01/11/2017,,30,3,90,,,"74,598",BEAUTY,COSMETICS
11562755,3150000000000,1369430175,01/11/2017,,30,3,90,,,"74,598",BEAUTY,COSMETICS
13298279,733000000000,1190303583,3/22/2016,,5.64,2,11.28,,,"91,055",HOME,SOFT HOME
13298279,733000000000,1209372602,6/30/2016,,7.18,1,7.18,,,"91,055",HOME,SOFT HOME
11742504,717000000000,1208612921,6/23/2016,,26,1,26,,,"94,266",BEAUTY,COSMETICS
11742504,717000000000,1252586016,10/03/2016,,26,2,52,,,"94,266",BEAUTY,COSMETICS
10124674,3150000000000,DB17610991757,1/16/2017,,26,1,26,,,"74,710",BEAUTY,FRAGRANCES
10124674,3150000000000,1210328804,07/05/2016,,26,2,52,,,"74,710",BEAUTY,FRAGRANCES
10124674,3150000000000,DB17610240515,01/06/2017,1/15/2017,26,1,26,1,26,"74,710",BEAUTY,FRAGRANCES
13366305,27131208679,1216959468,7/29/2016,,17,1,17,,,"75,008",BEAUTY,COSMETICS
13366305,27131208679,JT16821135230,12/08/2016,12/22/2016,17,1,17,1,17,"75,008",BEAUTY,COSMETICS
11216642,20714015459,1198991023,4/30/2016,,20,1,20,,,"75,339",BEAUTY,COSMETICS
15373315,20714015459,1202466103,5/17/2016,,20,1,20,,,"75,339",BEAUTY,COSMETICS
11278046,20714015459,1302929910,11/22/2016,,20,2,40,,,"75,339",BEAUTY,COSMETICS
15373315,20714015459,1329828165,12/05/2016,,16.02,1,16.02,,,"75,339",BEAUTY,COSMETICS
10148477,20714015459,1192566205,04/04/2016,,20,1,20,,,"75,339",BEAUTY,COSMETICS
11216642,20714015459,1336399626,12/09/2016,,20,1,20,,,"75,339",BEAUTY,COSMETICS
11278046,20714015459,1207890910,6/20/2016,,20,1,20,,,"75,339",BEAUTY,COSMETICS
10148477,20714015459,1251501639,10/01/2016,,20,3,60,,,"75,339",BEAUTY,COSMETICS
15429829,47596027417,1262995761,10/18/2016,,5.99,10,59.9,,,"84,580",HOME,SOFT HOME
15429829,47596027417,1264213617,10/19/2016,,5.09,10,50.9,,,"84,580",HOME,SOFT HOME
11520801,20714163884,1247857113,9/25/2016,,17,1,17,,,"75,189",BEAUTY,COSMETICS
11520801,20714163884,1332475800,12/06/2016,,13.67,3,41.01,,,"75,189",BEAUTY,COSMETICS
10854934,20714045159,1262756964,10/16/2016,,21,2,42,,,"75,340",BEAUTY,COSMETICS
12564571,20714045159,1247778291,9/26/2016,,21,1,21,,,"75,340",BEAUTY,COSMETICS
10854934,20714045159,1189611729,3/22/2016,,21,1,21,,,"75,340",BEAUTY,COSMETICS
12564571,20714045159,1184730091,2/17/2016,,21,1,21,,,"75,340",BEAUTY,COSMETICS
14469186,83623615660,1356952794,12/26/2016,,4.8,1,4.8,,,"93,507",CENTER CORE,INTIMATE APPAREL/HOSIERY
14469186,83623615660,1357100712,12/26/2016,,4.8,1,4.8,,,"93,507",CENTER CORE,INTIMATE APPAREL/HOSIERY
10952211,706000000000,1214643009,7/21/2016,,57.99,1,57.99,,,"1,09,745",HOME,SOFT HOME
11549970,706000000000,1329093699,12/04/2016,,45.74,1,45.74,,,"1,09,745",HOME,SOFT HOME
11549970,706000000000,1235594094,09/05/2016,,49.29,1,49.29,,,"1,09,745",HOME,SOFT HOME
10952211,706000000000,1244583675,9/22/2016,,57.99,1,57.99,,,"1,09,745",HOME,SOFT HOME
10463748,17626399463,1198572360,4/27/2016,,30,2,60,,,"1,01,262",CENTER CORE,INTIMATE APPAREL/HOSIERY
10463748,17626399463,1233906192,09/02/2016,,8,2,16,,,"1,01,262",CENTER CORE,INTIMATE APPAREL/HOSIERY
10463748,17626399463,1207492415,6/17/2016,,15.99,2,31.98,,,"1,01,262",CENTER CORE,INTIMATE APPAREL/HOSIERY
10463748,17626399463,1182204727,02/05/2016,,15,2,30,,,"1,01,262",CENTER CORE,INTIMATE APPAREL/HOSIERY
10463748,17626399463,1185466016,2/24/2016,,7.5,2,15,,,"1,01,262",CENTER CORE,INTIMATE APPAREL/HOSIERY
10463748,17626399463,1332144168,12/05/2016,,28,2,56,,,"1,01,262",CENTER CORE,INTIMATE APPAREL/HOSIERY
11892055,17626393706,1202536852,5/17/2016,,16.99,1,16.99,,,"1,01,262",CENTER CORE,INTIMATE APPAREL/HOSIERY
11892055,17626393706,1204218001,5/30/2016,,12.5,1,12.5,,,"1,01,262",CENTER CORE,INTIMATE APPAREL/HOSIERY
12274851,774000000000,1202981103,5/22/2016,,27,1,27,,,"1,06,402",BEAUTY,COSMETICS
12274851,774000000000,1221395022,08/06/2016,,28,1,28,,,"1,06,402",BEAUTY,COSMETICS
10270739,774000000000,1184489634,2/16/2016,,27,1,27,,,"1,06,402",BEAUTY,COSMETICS
10270739,774000000000,1230988248,8/27/2016,,28,1,28,,,"1,06,402",BEAUTY,COSMETICS
11319637,27131988083,1231012632,8/26/2016,,25,2,50,,,"1,14,634",BEAUTY,COSMETICS
11341803,27131988083,1372647969,1/16/2017,,25,1,25,,,"1,14,634",BEAUTY,COSMETICS
11319637,27131988083,1207456732,6/17/2016,,25,2,50,,,"1,14,634",BEAUTY,COSMETICS
11341803,27131988083,1196888535,4/19/2016,,25,1,25,,,"1,14,634",BEAUTY,COSMETICS
11319637,27131988083,1205515260,06/06/2016,,25,1,25,,,"1,14,634",BEAUTY,COSMETICS
11319637,27131988083,1360221933,01/02/2017,,25,2,50,,,"1,14,634",BEAUTY,COSMETICS
13000411,774000000000,1225450092,8/16/2016,,27,1,27,,,"1,06,326",BEAUTY,COSMETICS
13000411,774000000000,1325994642,12/01/2016,,27,1,27,,,"1,06,326",BEAUTY,COSMETICS
10874350,3610000000000,1369498728,01/12/2017,,47,1,47,,,"1,06,865",BEAUTY,COSMETICS
10874350,3610000000000,1207332359,6/14/2016,,47,1,47,,,"1,06,865",BEAUTY,COSMETICS
10305026,3610000000000,1232093562,8/30/2016,,47,1,47,,,"1,06,865",BEAUTY,COSMETICS
10305026,3610000000000,1198367951,4/28/2016,,47,1,47,,,"1,06,865",BEAUTY,COSMETICS
13535077,719000000000,1321298616,11/28/2016,12/20/2016,87.99,1,87.99,1,87.99,"1,14,613",MENS & KIDS,TOTAL MENS
13535077,719000000000,1321776777,11/28/2016,12/20/2016,87.99,1,87.99,1,87.99,"1,14,613",MENS & KIDS,TOTAL MENS
10791405,27131306016,1188529542,3/14/2016,,32,1,32,,,"1,18,491",BEAUTY,COSMETICS
10791405,27131306016,1302478125,11/20/2016,,32,1,32,,,"1,18,491",BEAUTY,COSMETICS
15272552,27131306016,1364209356,01/07/2017,,32,1,32,,,"1,18,491",BEAUTY,COSMETICS
15272552,27131306016,1194598015,04/12/2016,,32,1,32,,,"1,18,491",BEAUTY,COSMETICS
12291747,825000000000,1184885492,2/20/2016,,149.99,1,149.99,,,"1,41,429",MENS & KIDS,TOTAL MENS
12291747,825000000000,1185446146,2/24/2016,2/26/2016,131.24,1,131.24,1,131.24,"1,41,429",MENS & KIDS,TOTAL MENS
13114717,604000000000,1200897420,05/08/2016,,49,1,49,,,"1,31,853",BEAUTY,COSMETICS
14805348,604000000000,1252699623,10/02/2016,,49,1,49,,,"1,31,853",BEAUTY,COSMETICS
14805348,604000000000,1207466710,6/17/2016,,49,1,49,,,"1,31,853",BEAUTY,COSMETICS
14331794,604000000000,1182536629,02/07/2016,,49,1,49,,,"1,31,853",BEAUTY,COSMETICS
13114717,604000000000,1185048460,2/21/2016,,49,1,49,,,"1,31,853",BEAUTY,COSMETICS
14331794,604000000000,1370877237,1/15/2017,,49,1,49,,,"1,31,853",BEAUTY,COSMETICS
12550647,27131969754,1185423347,2/23/2016,,38,1,38,,,"1,47,374",BEAUTY,COSMETICS
12550647,27131969754,1247468031,9/25/2016,,39.5,1,39.5,,,"1,47,374",BEAUTY,COSMETICS
12157620,75338769820,1319882334,11/28/2016,12/20/2016,16.79,1,16.79,1,16.79,"1,53,585",MENS & KIDS,TOTAL MENS
12157620,75338769820,1327480461,12/03/2016,,14.69,1,14.69,,,"1,53,585",MENS & KIDS,TOTAL MENS
11344082,709000000000,1313949903,11/26/2016,12/19/2016,45.99,1,45.99,1,45.99,"1,60,811",HOME,SOFT HOME
11447380,709000000000,1358368281,12/28/2016,,50.99,1,50.99,,,"1,60,811",HOME,SOFT HOME
11447380,709000000000,1317629028,11/27/2016,,51.29,2,102.58,,,"1,60,811",HOME,SOFT HOME
11344082,709000000000,1314732387,11/26/2016,12/19/2016,45.99,1,45.99,1,45.99,"1,60,811",HOME,SOFT HOME
11401515,709000000000,1203669354,5/27/2016,,48.44,1,48.44,,,"1,60,811",HOME,SOFT HOME
11401515,709000000000,1205186354,06/04/2016,,36.79,1,36.79,,,"1,60,811",HOME,SOFT HOME
11623638,47596142424,1350441399,12/19/2016,12/22/2016,46.74,4,186.96,2,93.48,"1,52,434",HOME,SOFT HOME
11623638,47596142424,1332424722,12/06/2016,,41.25,2,82.5,,,"1,52,434",HOME,SOFT HOME
10359073,85447003876,1207461569,6/17/2016,,9.99,2,19.98,,,"1,56,331",CENTER CORE,INTIMATE APPAREL/HOSIERY
10359073,85447003876,1185433976,2/23/2016,,16.99,2,33.98,,,"1,56,331",CENTER CORE,INTIMATE APPAREL/HOSIERY
14478367,91709537645,1376752941,1/24/2017,02/05/2017,168,1,168,1,168,"1,65,881",HOME,SOFT HOME
14067961,91709537645,1214541627,7/24/2016,,76.49,1,76.49,,,"1,65,881",HOME,SOFT HOME
14067961,91709537645,1220007156,08/05/2016,,71.99,1,71.99,,,"1,65,881",HOME,SOFT HOME
14478367,91709537645,1375446360,1/27/2017,,84.99,1,84.99,,,"1,65,881",HOME,SOFT HOME
10456223,92764301875,1357774899,12/27/2016,,79.99,1,79.99,,,"1,65,169",HOME,SOFT HOME
15392625,92764301875,1356840480,12/26/2016,02/01/2017,79.99,1,79.99,1,79.99,"1,65,169",HOME,SOFT HOME
15392625,92764301875,1354779663,12/25/2016,,79.99,1,79.99,,,"1,65,169",HOME,SOFT HOME
15392625,92764301875,1339673052,12/12/2016,,99.99,1,99.99,,,"1,65,169",HOME,SOFT HOME
10456223,92764301875,1317243678,11/27/2016,,99.99,1,99.99,,,"1,65,169",HOME,SOFT HOME
12162080,20714235888,1185633779,2/25/2016,,22,1,22,,,"1,66,936",BEAUTY,COSMETICS
12162080,20714235888,1216263486,7/25/2016,,22,1,22,,,"1,66,936",BEAUTY,COSMETICS
11103607,96018059970,1181519485,02/02/2016,,20,1,20,,,"1,78,703",BEAUTY,COSMETICS
11103607,96018059970,1200050593,05/04/2016,,20,1,20,,,"1,78,703",BEAUTY,COSMETICS
10696725,96018064141,1268897652,10/24/2016,,23,2,46,,,"1,82,739",BEAUTY,COSMETICS
10696725,96018064141,1353739782,12/22/2016,,23,1,23,,,"1,82,739",BEAUTY,COSMETICS
12374994,774000000000,1266927684,10/22/2016,,28,1,28,,,"1,92,752",BEAUTY,COSMETICS
12374994,774000000000,1210729997,07/09/2016,,27,2,54,,,"1,92,752",BEAUTY,COSMETICS
12342568,43935770389,1347234342,12/17/2016,12/28/2016,39.5,1,39.5,1,39.5,"2,16,278",MENS & KIDS,TOTAL MENS
12342568,43935770389,16720190669,12/17/2016,,39.5,1,39.5,,,"2,16,278",MENS & KIDS,TOTAL MENS
11784810,729000000000,1210352510,07/07/2016,,18.5,2,37,,,"2,26,086",BEAUTY,COSMETICS
11784810,729000000000,1354029987,12/25/2016,,18.5,2,37,,,"2,26,086",BEAUTY,COSMETICS
11784810,729000000000,1187511193,03/09/2016,,18.5,2,37,,,"2,26,086",BEAUTY,COSMETICS
11784810,729000000000,1265265511,1/24/2017,,18.5,1,18.5,,,"2,26,086",BEAUTY,COSMETICS
11784810,729000000000,1335552417,12/09/2016,,15.17,3,45.51,,,"2,26,086",BEAUTY,COSMETICS
15301964,11531686212,1185166073,2/20/2016,,13.83,1,13.83,,,"2,30,466",MENS & KIDS,TOTAL MENS
15301964,11531686212,1265691069,10/21/2016,,12.59,1,12.59,,,"2,30,466",MENS & KIDS,TOTAL MENS
12628180,729000000000,1182410174,02/07/2016,,9.5,1,9.5,,,"2,25,829",BEAUTY,COSMETICS
11294427,729000000000,1187907438,03/12/2016,,9.5,4,38,,,"2,25,829",BEAUTY,COSMETICS
12628180,729000000000,1300083972,11/16/2016,,9.5,1,9.5,,,"2,25,829",BEAUTY,COSMETICS
11294427,729000000000,1215301890,7/21/2016,,9.5,2,19,,,"2,25,829",BEAUTY,COSMETICS
12628180,729000000000,1189638136,3/21/2016,,9.5,1,9.5,,,"2,25,829",BEAUTY,COSMETICS
14692710,729000000000,1254435448,11/10/2016,,9.5,1,9.5,,,"2,25,829",BEAUTY,COSMETICS
12628180,729000000000,1358615562,12/29/2016,,9.5,1,9.5,,,"2,25,829",BEAUTY,COSMETICS
12628180,729000000000,1353515694,12/21/2016,,9.5,1,9.5,,,"2,25,829",BEAUTY,COSMETICS
11294427,729000000000,1255038697,11/11/2016,,9.5,4,38,,,"2,25,829",BEAUTY,COSMETICS
14692710,729000000000,1189277692,3/18/2016,,9.5,1,9.5,,,"2,25,829",BEAUTY,COSMETICS
14692710,729000000000,1206722624,6/13/2016,,9.5,1,9.5,,,"2,25,829",BEAUTY,COSMETICS
12628180,729000000000,1297256442,11/13/2016,,7.68,2,15.36,,,"2,25,829",BEAUTY,COSMETICS
11061265,20714288594,1297962072,11/14/2016,,24.5,1,24.5,,,"2,48,407",BEAUTY,COSMETICS
11098278,20714288594,1249150383,9/28/2016,,24.5,1,24.5,,,"2,48,407",BEAUTY,COSMETICS
11098278,20714288594,1189698905,3/21/2016,,24,2,48,,,"2,48,407",BEAUTY,COSMETICS
10540573,20714288594,1249278477,9/28/2016,,24.5,1,24.5,,,"2,48,407",BEAUTY,COSMETICS
10540573,20714288594,1193408449,04/07/2016,,24,2,48,,,"2,48,407",BEAUTY,COSMETICS
10540573,20714288594,1248225657,9/28/2016,,24.5,1,24.5,,,"2,48,407",BEAUTY,COSMETICS
11061265,20714288594,1192535836,04/04/2016,,24,1,24,,,"2,48,407",BEAUTY,COSMETICS
12715059,47852558853,1214290527,7/22/2016,7/30/2016,23,1,23,1,23,"2,38,993",MENS & KIDS,TOTAL MENS
12715059,47852558853,1247020590,9/25/2016,,11.99,1,11.99,,,"2,38,993",MENS & KIDS,TOTAL MENS
15466151,20714295769,1191705820,3/31/2016,,26.5,1,26.5,,,"2,43,620",BEAUTY,COSMETICS
15466151,20714295769,1256699610,10/05/2016,,27,1,27,,,"2,43,620",BEAUTY,COSMETICS
13424667,86279008503,1311549066,11/25/2016,,19.99,1,19.99,,,"2,56,148",HOME,SOFT HOME
10334302,86279008503,1270611570,10/25/2016,,17.99,1,17.99,,,"2,56,148",HOME,SOFT HOME
10334302,86279008503,1270432047,10/25/2016,1/22/2017,17.99,1,17.99,1,17.99,"2,56,148",HOME,SOFT HOME
13424667,86279008503,1312566489,11/25/2016,01/05/2017,19.99,1,19.99,1,19.99,"2,56,148",HOME,SOFT HOME
12628051,3350000000000,1248781044,9/29/2016,,62,2,124,,,"2,32,584",BEAUTY,COSMETICS
12628051,3350000000000,1320992130,11/28/2016,,62,1,62,,,"2,32,584",BEAUTY,COSMETICS
13955496,634000000000,1209514773,6/28/2016,07/07/2016,130,1,130,1,130,"3,11,421",CENTER CORE,WOMENS SHOES
13955496,634000000000,1208625847,6/24/2016,,130,1,130,,,"3,11,421",CENTER CORE,WOMENS SHOES
11141913,883000000000,1324643130,11/30/2016,,56.99,4,227.96,,,"2,91,980",HOME,SOFT HOME
11141913,883000000000,1265630584,1/26/2017,,56.99,1,56.99,,,"2,91,980",HOME,SOFT HOME
13992884,729000000000,1334761455,12/08/2016,,25.15,1,25.15,,,"3,30,435",BEAUTY,COSMETICS
13992884,729000000000,1207955042,6/19/2016,,31,1,31,,,"3,30,435",BEAUTY,COSMETICS
13992884,729000000000,1211882073,7/16/2016,,31,1,31,,,"3,30,435",BEAUTY,COSMETICS
12031708,736000000000,1218001302,08/01/2016,,25,6,150,,,"3,29,000",BEAUTY,COSMETICS
12031708,736000000000,1203479407,5/26/2016,,25,6,150,,,"3,29,000",BEAUTY,COSMETICS
11484480,96018118745,1189939638,3/21/2016,,47,1,47,,,"3,29,933",BEAUTY,COSMETICS
11484480,96018118745,1288558476,11/09/2016,,47,2,94,,,"3,29,933",BEAUTY,COSMETICS
11484480,96018118745,1237133181,09/08/2016,,47,1,47,,,"3,29,933",BEAUTY,COSMETICS
14470613,618000000000,1186788585,03/04/2016,03/10/2016,22.47,1,22.47,1,22.47,"3,35,440",MENS & KIDS,TOTAL CHILDRENS
14470613,618000000000,1330681701,12/05/2016,12/11/2016,17.49,1,17.49,1,17.49,"3,35,440",MENS & KIDS,TOTAL CHILDRENS
11733261,29442084911,1185427306,2/24/2016,,7.37,1,7.37,,,"2,58,907",CENTER CORE,INTIMATE APPAREL/HOSIERY
11733261,29442084911,1207756583,6/17/2016,,19.99,2,39.98,,,"2,58,907",CENTER CORE,INTIMATE APPAREL/HOSIERY
13611158,691000000000,1370615610,1/14/2017,,125,1,125,,,"3,34,741",CENTER CORE,FASHION JEWELRY / WATCHES
13611158,691000000000,1370166630,1/14/2017,,125,1,125,,,"3,34,741",CENTER CORE,FASHION JEWELRY / WATCHES
13112967,3610000000000,1325507013,11/30/2016,,36.5,1,36.5,,,"3,48,183",BEAUTY,COSMETICS
13112967,3610000000000,1198830780,4/30/2016,,36.5,1,36.5,,,"3,48,183",BEAUTY,COSMETICS
14204349,3610000000000,1222957743,08/11/2016,,24,2,48,,,"3,21,742",BEAUTY,COSMETICS
14204349,3610000000000,1182127259,02/06/2016,,32,1,32,,,"3,21,742",BEAUTY,COSMETICS
11560876,78715500764,1373154123,1/20/2017,02/01/2017,32.3,2,64.6,2,64.6,"3,61,259",CENTER CORE,INTIMATE APPAREL/HOSIERY
11560876,78715500764,1376612577,1/27/2017,,16.15,2,32.3,,,"3,61,259",CENTER CORE,INTIMATE APPAREL/HOSIERY
11583928,736000000000,1325751000,11/30/2016,,40,2,80,,,"3,28,978",BEAUTY,COSMETICS
11583928,736000000000,1197888978,4/25/2016,,40,2,80,,,"3,28,978",BEAUTY,COSMETICS
11917993,733000000000,1201873192,5/15/2016,,0,2,55.99,,,"3,43,298",HOME,SOFT HOME
11917993,733000000000,1194669384,4/13/2016,,59.49,1,59.49,,,"3,43,298",HOME,SOFT HOME
14090220,733000000000,1317912960,11/28/2016,,37.49,2,74.98,,,"3,43,308",HOME,SOFT HOME
14090220,733000000000,1316201040,11/27/2016,,67.99,1,67.99,,,"3,43,308",HOME,SOFT HOME
10114129,20714324766,1207918825,6/19/2016,,27,2,54,,,"3,73,904",BEAUTY,COSMETICS
10114129,20714324766,1365340914,01/08/2017,,27,1,27,,,"3,73,904",BEAUTY,COSMETICS
10114129,20714324766,1190024199,3/22/2016,,27,1,27,,,"3,73,904",BEAUTY,COSMETICS
13434434,52176021495,1210710537,07/09/2016,7/19/2016,52.13,1,52.13,1,52.13,"4,06,144",MENS & KIDS,TOTAL MENS
13434434,52176021495,1229565459,8/23/2016,,49.99,1,49.99,,,"4,06,144",MENS & KIDS,TOTAL MENS
11167796,20714395230,1257511194,10/07/2016,,48.5,1,48.5,,,"4,07,708",BEAUTY,COSMETICS
11167796,20714395230,1191359920,3/29/2016,,48,1,48,,,"4,07,708",BEAUTY,COSMETICS
15726460,37745188472,1202999870,5/25/2016,,57,2,114,,,"3,76,840",CENTER CORE,INTIMATE APPAREL/HOSIERY
15726460,37745188472,1202800389,5/20/2016,,57,1,57,,,"3,76,840",CENTER CORE,INTIMATE APPAREL/HOSIERY
12447997,83623556901,1199494713,05/02/2016,05/09/2016,14.25,2,42.75,2,42.75,"3,50,943",CENTER CORE,INTIMATE APPAREL/HOSIERY
12447997,83623556901,CJ16950730712,05/09/2016,,28.5,1,28.5,,,"3,50,943",CENTER CORE,INTIMATE APPAREL/HOSIERY
14887379,37882211033,1198365461,4/27/2016,05/04/2016,10.96,3,32.88,3,32.88,"3,67,037",CENTER CORE,INTIMATE APPAREL/HOSIERY
14887379,37882211033,1198722629,4/29/2016,05/06/2016,10.96,3,32.88,3,32.88,"3,67,037",CENTER CORE,INTIMATE APPAREL/HOSIERY
14136026,20714325282,1182708014,02/09/2016,,27,1,27,,,"3,12,771",BEAUTY,COSMETICS
14136026,20714325282,1205906241,06/08/2016,,27,1,27,,,"3,12,771",BEAUTY,COSMETICS
11716561,86694966587,1203003373,5/23/2016,,7.98,1,7.98,,,"4,45,210",MENS & KIDS,TOTAL CHILDRENS
11716561,86694966587,1259579103,10/10/2016,,7.98,1,7.98,,,"4,45,210",MENS & KIDS,TOTAL CHILDRENS
11534082,20714425920,1198933864,4/29/2016,,17.5,2,35,,,"4,54,077",BEAUTY,COSMETICS
11534082,20714425920,1248474789,9/28/2016,,18,1,18,,,"4,54,077",BEAUTY,COSMETICS
10603901,20714425913,1189931127,3/22/2016,,17.5,1,17.5,,,"4,54,077",BEAUTY,COSMETICS
12373125,20714425913,1265882311,1/30/2017,,18,1,18,,,"4,54,077",BEAUTY,COSMETICS
10603901,20714425913,1256855001,10/04/2016,,18,1,18,,,"4,54,077",BEAUTY,COSMETICS
11222581,20714425913,1346926173,12/16/2016,,18,2,36,,,"4,54,077",BEAUTY,COSMETICS
12373125,20714425913,1181705632,02/04/2016,,17.5,1,17.5,,,"4,54,077",BEAUTY,COSMETICS
11222581,20714425913,1247406222,9/25/2016,,18,3,54,,,"4,54,077",BEAUTY,COSMETICS
12373125,20714425913,1349102922,12/18/2016,,18,1,18,,,"4,54,077",BEAUTY,COSMETICS
10934766,26865721836,1260710598,10/12/2016,10/25/2016,31.19,1,31.19,1,26.79,"4,35,865",HOME,SOFT HOME
10934766,26865721836,1233878619,09/02/2016,,26.79,2,53.58,,,"4,35,865",HOME,SOFT HOME
10934766,26865721836,1259935228,11/18/2016,,26.79,1,26.79,,,"4,35,865",HOME,SOFT HOME
10934766,26865721836,1264212804,10/19/2016,01/02/2017,26.79,1,26.79,1,26.79,"4,35,865",HOME,SOFT HOME
10561165,29408394351,1191728201,04/01/2016,,19.98,1,19.98,,,"3,99,320",READY TO WEAR,SPECIAL SIZES
10561165,29408394351,1210461279,07/06/2016,,19.99,2,39.98,,,"3,99,320",READY TO WEAR,SPECIAL SIZES
11762952,611000000000,1263767668,1/17/2017,,33.74,1,33.74,,,"4,46,984",MENS & KIDS,TOTAL MENS
11762952,611000000000,1357657419,12/27/2016,1/16/2017,31.99,2,63.98,2,63.98,"4,46,984",MENS & KIDS,TOTAL MENS
